ids,ldcgrn,othssame,chemgen,natchld,natpark,sex,nukegen,harmgood,topprob1,drivless,grnmoney,topprob2,peopgrn,natsci,grngroup,redcehme,grntaxes,grncon,govdook,knowsol,chemfree,ihlpgrn,tempgen1,recycle,grndemo,impgrn,scigrn,h2oless,carsgen,indusgen,grnprice,grwthelp,nobuygrn,grneffme,helpharm,grnprog,toodifme,grnsign,harmsgrn,grnexagg,popgrwth,watergen,natenrgy,busgrn,natsoc,privent,grnsol,natroad,age,usdoenuf,grwtharm,econgrn,race,polgreed,polviews,grnintl,knwcause,grnecon,2_clusters,3_clusters,4_clusters,5_clusters,6_clusters,7_clusters,8_clusters,9_clusters
1268,1,2,2,1,1,Male,2,2,None of these,2,1,Education,More information and education for people about the advantages of protecting the environment,1,0,4,1,5,3,3,4,5,2,4,NaN,4,5,4,3,3,2,4,4,4,4,4,5,0,4,4,4,2,1,Heavy fines for businesses that damage the environment,1,2,4,2,70,2,2,4,Black,4,2,5,4,5,1,2,1,4,3,1,1,6
1144,2,1,1,2,1,Female,2,1,The environment,1,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,1,5,2,2,4,5,2,3,0,1,NaN,3,2,1,1,5,3,1,4,3,1,0,3,1,3,2,1,Heavy fines for businesses that damage the environment,1,4,1,1,59,1,3,4,White,4,4,4,3,2,1,0,2,4,5,3,3,3
1262,3,5,3,1,2,Female,NaN,4,Health care,2,0,Education,NaN,NaN,0,4,2,4,3,2,1,3,NaN,4,0,3,3,1,2,2,3,4,3,4,4,4,3,0,4,3,4,1,1,Heavy fines for businesses that damage the environment,1,3,3,1,83,1,3,3,White,4,4,4,2,3,1,2,1,1,1,4,5,1
665,2,4,1,2,2,Female,2,3,The economy,2,0,Terrorism,More information and education for people about the advantages of protecting the environment,1,0,3,4,3,2,2,2,2,NaN,2,0,2,2,3,3,2,3,4,2,2,3,4,2,0,4,4,4,1,1,More information and education for businesses about the advantages of protecting the environment,2,5,2,1,67,2,2,4,White,4,2,NaN,3,4,1,2,1,4,3,1,1,7
1149,2,2,2,2,2,Male,1,2,The economy,1,0,Health care,Use the tax system to reward people who protect the environment,NaN,0,2,2,4,4,1,2,3,3,2,0,2,NaN,2,3,1,2,4,2,4,4,2,2,0,2,4,NaN,2,1,Use the tax system to reward businesses that protect the environment,2,NaN,2,1,26,1,2,4,White,2,4,4,2,4,0,1,3,0,0,0,7,2
1267,2,4,3,1,3,Female,2,3,Health care,NaN,0,Crime,Heavy fines for people who damage the environment,2,0,2,3,3,3,1,3,3,3,2,0,4,3,1,3,2,3,3,2,3,2,4,4,0,4,3,2,3,2,Heavy fines for businesses that damage the environment,1,3,3,3,50,NaN,2,4,Black,3,4,3,3,4,1,0,2,2,2,2,4,5
661,4,3,3,1,1,Male,4,2,Education,1,0,The environment,Use the tax system to reward people who protect the environment,2,0,1,3,4,2,2,1,2,5,4,0,2,2,1,3,3,2,2,1,3,2,2,3,0,5,3,4,3,2,Heavy fines for businesses that damage the environment,2,4,3,1,40,1,2,4,White,4,3,4,3,2,0,0,0,3,4,5,6,4
660,1,2,4,2,2,Female,3,2,The economy,1,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,1,5,3,2,3,1,2,3,3,0,2,1,1,4,3,4,4,1,3,3,3,3,0,3,4,2,2,1,Use the tax system to reward businesses that protect the environment,1,4,5,1,43,2,2,3,White,4,4,4,3,4,0,0,0,3,4,5,0,0
769,1,2,2,2,2,Female,1,4,Health care,1,0,Terrorism,Use the tax system to reward people who protect the environment,NaN,0,3,2,5,2,3,2,2,3,2,0,2,2,2,2,2,2,4,2,4,4,4,2,0,4,2,4,2,1,Heavy fines for businesses that damage the environment,1,NaN,2,1,32,1,2,4,Black,2,3,5,3,2,0,1,3,0,4,6,7,2
1547,4,4,3,2,2,Male,4,3,The economy,1,0,Education,More information and education for people about the advantages of protecting the environment,2,0,1,3,3,4,3,1,3,3,2,0,4,2,1,3,2,3,4,2,3,3,4,3,0,4,4,4,3,1,More information and education for businesses about the advantages of protecting the environment,2,4,3,2,54,2,4,2,Other,3,3,4,3,4,1,0,2,2,5,2,4,5
1912,4,4,2,3,1,Female,2,4,Health care,1,0,Crime,More information and education for people about the advantages of protecting the environment,2,0,1,5,5,2,1,1,4,3,3,0,4,4,1,3,2,5,4,1,2,4,4,4,0,4,4,NaN,3,3,Heavy fines for businesses that damage the environment,1,2,5,3,61,1,2,4,Black,4,4,4,1,4,1,2,2,4,5,3,3,7
1543,2,4,3,2,1,Male,2,2,The economy,1,0,Crime,Use the tax system to reward people who protect the environment,3,0,2,2,2,2,1,2,2,3,4,0,2,2,1,3,3,2,4,1,4,4,4,2,0,2,4,2,3,1,Use the tax system to reward businesses that protect the environment,1,2,4,1,55,2,2,2,White,5,5,4,2,5,1,0,2,2,5,3,4,5
1540,2,2,1,1,2,Female,3,2,Health care,1,0,Crime,Use the tax system to reward people who protect the environment,2,0,1,5,3,4,3,1,2,5,3,0,2,2,4,1,1,4,4,1,2,2,4,2,0,2,4,4,1,1,Heavy fines for businesses that damage the environment,1,4,5,1,64,2,4,2,White,4,2,2,1,5,1,2,2,4,3,1,1,7
1541,2,2,2,NaN,2,Male,1,3,The economy,2,0,Terrorism,Use the tax system to reward people who protect the environment,1,0,2,3,4,2,3,1,3,3,4,0,2,3,2,2,1,3,4,2,3,3,3,3,0,4,4,5,1,2,Heavy fines for businesses that damage the environment,2,3,3,2,29,1,3,4,White,3,4,3,3,3,0,1,3,0,0,6,7,2
1599,4,2,3,1,2,Male,3,2,The economy,1,0,Education,Heavy fines for people who damage the environment,2,0,2,5,4,2,3,2,4,4,3,0,2,2,1,2,2,5,4,1,4,4,2,2,0,2,4,4,2,1,Use the tax system to reward businesses that protect the environment,1,4,2,1,46,1,2,4,White,2,2,5,4,4,0,0,0,2,2,2,0,0
699,2,2,2,2,2,Female,3,1,NaN,2,0,NaN,Use the tax system to reward people who protect the environment,1,0,3,3,4,3,2,1,4,3,2,0,3,2,3,2,2,2,4,2,4,2,2,2,0,2,3,2,1,1,More information and education for businesses about the advantages of protecting the environment,1,3,3,2,41,1,2,4,White,2,2,4,2,2,0,0,0,3,4,5,0,4
1549,2,1,4,1,2,Female,1,2,The economy,2,0,Education,Heavy fines for people who damage the environment,2,0,3,2,4,4,3,2,5,2,4,0,1,4,3,3,2,2,3,3,4,1,1,1,0,4,1,3,1,1,Heavy fines for businesses that damage the environment,2,4,3,1,28,2,3,5,White,3,4,5,4,2,0,1,3,0,0,6,7,2
542,2,3,3,2,1,Male,5,2,Immigration,1,0,Terrorism,Heavy fines for people who damage the environment,1,0,1,5,3,3,3,1,3,NaN,1,0,4,4,1,4,3,5,4,1,2,2,4,3,0,3,4,3,2,1,Heavy fines for businesses that damage the environment,2,3,5,2,65,2,2,2,White,3,2,4,3,4,1,2,1,4,3,1,1,7
540,2,2,3,NaN,1,Female,3,2,Education,2,0,The economy,More information and education for people about the advantages of protecting the environment,NaN,0,3,4,4,2,2,3,3,3,2,0,3,2,2,3,3,3,4,2,2,4,2,2,0,4,2,2,2,1,More information and education for businesses about the advantages of protecting the environment,1,2,2,1,47,1,2,2,Black,2,4,4,3,4,0,0,0,2,2,2,0,0
541,3,1,1,1,2,Female,1,2,The economy,3,0,The environment,Heavy fines for people who damage the environment,1,0,2,1,3,3,3,2,3,1,2,0,1,3,2,1,1,1,2,2,4,1,2,1,0,5,1,3,1,1,Use the tax system to reward businesses that protect the environment,1,3,2,1,41,1,4,5,Black,3,6,5,3,1,0,0,0,3,4,5,0,4
547,2,2,4,2,3,Female,5,2,The economy,1,0,Immigration,Use the tax system to reward people who protect the environment,1,0,2,5,2,2,3,2,4,4,3,0,3,1,2,3,2,5,2,2,3,2,4,2,1,2,5,2,4,3,Use the tax system to reward businesses that protect the environment,3,5,3,NaN,66,3,2,3,White,4,2,2,4,5,1,2,1,4,3,1,1,7
544,4,1,3,2,2,Female,2,2,The economy,3,0,Education,More information and education for people about the advantages of protecting the environment,2,0,4,2,5,3,3,1,4,3,4,0,2,2,3,2,2,2,4,4,3,2,2,1,0,2,4,2,1,2,More information and education for businesses about the advantages of protecting the environment,1,NaN,2,2,26,1,2,4,White,2,4,3,4,1,0,1,3,0,0,0,7,2
545,2,2,3,1,2,Female,4,3,Education,2,0,Health care,Use the tax system to reward people who protect the environment,2,0,2,2,3,3,2,2,4,2,2,0,2,3,1,3,3,2,4,1,4,4,3,2,0,4,2,4,3,NaN,Use the tax system to reward businesses that protect the environment,1,3,2,1,41,1,2,NaN,Black,2,4,4,3,4,0,0,0,3,4,5,0,4
1464,NaN,4,3,1,2,Male,2,4,Poverty,NaN,0,The economy,Use the tax system to reward people who protect the environment,2,0,4,5,5,1,1,2,2,3,4,0,3,2,4,3,2,5,3,1,2,4,3,4,0,2,NaN,4,3,2,Heavy fines for businesses that damage the environment,1,1,5,3,35,1,NaN,4,White,5,6,4,3,3,0,1,0,3,4,6,6,4
1467,2,2,3,1,1,Male,3,2,Education,2,1,Health care,More information and education for people about the advantages of protecting the environment,1,0,2,3,2,2,2,2,3,3,3,0,2,4,2,3,2,2,4,3,4,3,2,2,1,1,2,4,2,1,Heavy fines for businesses that damage the environment,1,2,4,2,47,2,2,4,Black,2,5,4,3,2,0,0,0,2,2,2,0,0
549,3,1,1,NaN,2,Female,2,2,Terrorism,1,0,The economy,More information and education for people about the advantages of protecting the environment,NaN,0,1,4,4,4,3,2,4,1,4,0,3,3,1,1,1,4,3,2,3,3,3,1,0,5,3,3,1,2,Heavy fines for businesses that damage the environment,2,3,4,3,56,1,3,3,White,3,3,3,3,3,1,0,2,2,5,3,3,5
1461,3,2,4,2,2,Male,3,2,The economy,1,0,Terrorism,Heavy fines for people who damage the environment,2,0,1,4,3,4,3,2,NaN,2,2,0,4,3,1,3,3,4,4,1,2,2,4,4,0,3,4,3,4,3,More information and education for businesses about the advantages of protecting the environment,2,3,4,3,24,3,3,2,White,3,5,3,3,4,0,1,3,0,0,0,2,8
1460,2,2,4,3,2,Male,4,2,The economy,1,0,Health care,Heavy fines for people who damage the environment,1,0,2,3,4,2,3,1,4,4,4,0,2,4,2,2,2,2,4,2,4,2,2,2,0,2,3,3,3,1,Heavy fines for businesses that damage the environment,2,4,3,2,49,1,2,4,White,3,1,4,NaN,2,1,0,2,2,2,2,4,0
521,1,2,NaN,2,2,Male,5,2,The economy,1,0,Immigration,Heavy fines for people who damage the environment,1,0,1,5,1,1,3,1,1,5,4,0,5,4,1,5,4,5,NaN,1,3,1,4,2,0,2,5,1,4,2,Heavy fines for businesses that damage the environment,1,4,5,1,84,3,1,1,White,5,3,1,4,4,1,2,1,1,1,4,5,1
1317,2,2,3,1,1,Male,3,2,Education,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,1,2,4,4,2,1,3,3,2,0,2,2,1,3,3,2,3,1,2,4,4,2,0,2,4,3,2,1,Use the tax system to reward businesses that protect the environment,1,4,2,1,37,2,2,2,White,2,5,5,3,2,0,1,0,3,4,5,6,4
994,4,2,2,2,2,Female,1,4,The economy,1,0,Health care,Use the tax system to reward people who protect the environment,2,0,3,2,4,2,1,2,4,2,3,0,2,1,2,2,1,2,4,3,4,4,2,4,0,4,2,3,1,1,Heavy fines for businesses that damage the environment,NaN,2,4,1,84,2,4,4,White,3,5,5,3,3,1,2,1,1,1,4,5,1
1315,2,2,2,1,1,Female,2,2,Health care,2,0,Education,More information and education for people about the advantages of protecting the environment,2,0,2,4,5,5,3,2,4,2,2,0,4,4,3,1,2,4,5,2,4,4,4,2,0,2,2,2,2,2,More information and education for businesses about the advantages of protecting the environment,1,2,2,2,57,1,2,4,Black,4,1,5,3,4,1,0,2,2,5,3,3,3
996,2,4,2,1,2,Female,4,4,Health care,NaN,0,Crime,More information and education for people about the advantages of protecting the environment,1,0,1,2,5,4,3,NaN,4,3,1,0,4,4,1,3,2,1,4,1,4,3,2,5,0,4,4,4,2,2,More information and education for businesses about the advantages of protecting the environment,1,4,5,1,56,1,3,5,White,4,1,5,3,2,1,0,2,2,5,3,3,5
992,3,2,2,2,2,Female,2,2,Education,1,0,The environment,More information and education for people about the advantages of protecting the environment,1,0,1,2,5,3,2,2,2,2,2,0,2,2,1,2,2,2,3,2,4,4,2,4,0,3,1,4,2,1,More information and education for businesses about the advantages of protecting the environment,2,3,2,2,58,1,2,3,White,2,5,4,2,2,1,0,2,4,5,3,3,3
1319,4,2,3,2,1,Male,3,1,The economy,3,1,Terrorism,More information and education for people about the advantages of protecting the environment,1,1,4,2,5,3,2,3,4,NaN,2,0,3,3,1,1,1,2,4,3,4,2,4,2,0,4,3,2,2,1,Heavy fines for businesses that damage the environment,2,5,2,2,64,1,3,4,White,2,4,4,4,NaN,1,2,2,4,3,1,3,3
767,2,2,2,1,2,Female,2,3,Terrorism,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,1,4,2,1,3,1,3,5,1,0,2,2,1,3,2,4,3,3,4,4,4,2,1,3,3,4,1,2,More information and education for businesses about the advantages of protecting the environment,1,3,4,2,74,2,2,3,White,2,3,3,3,4,1,2,1,1,3,1,1,6
121,1,2,3,1,2,Female,1,3,The economy,NaN,0,Education,Heavy fines for people who damage the environment,3,0,2,4,5,5,3,2,3,2,3,0,2,3,2,3,2,4,5,2,4,4,4,5,0,5,2,3,3,2,More information and education for businesses about the advantages of protecting the environment,1,5,2,3,21,1,4,4,Other,3,5,5,3,5,0,1,3,0,0,0,2,8
122,3,2,3,2,2,Female,3,2,Education,2,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,2,4,3,3,3,3,3,4,3,0,2,4,2,3,3,4,4,2,2,4,3,2,0,3,4,2,3,1,More information and education for businesses about the advantages of protecting the environment,1,3,3,2,24,2,2,4,White,2,1,4,2,3,0,1,3,0,0,0,2,8
126,2,2,3,2,1,Male,4,2,The economy,2,1,Health care,More information and education for people about the advantages of protecting the environment,1,0,2,3,4,2,3,2,4,3,2,0,3,4,1,3,3,3,4,2,4,2,2,2,1,2,4,5,2,1,More information and education for businesses about the advantages of protecting the environment,1,4,2,1,68,1,2,4,White,3,3,4,3,2,1,2,1,4,3,1,1,6
1402,2,2,1,NaN,2,Female,2,4,Health care,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,1,4,5,2,3,1,4,NaN,1,0,4,2,1,2,2,3,5,1,3,4,4,4,0,3,4,2,2,1,Heavy fines for businesses that damage the environment,1,4,4,2,76,NaN,NaN,4,White,2,2,4,3,4,1,2,1,1,1,4,5,6
128,4,2,1,2,2,Female,3,2,The economy,2,1,Immigration,Use the tax system to reward people who protect the environment,1,0,2,3,4,3,1,3,4,3,3,0,3,2,2,3,2,3,NaN,2,5,4,3,3,0,2,4,5,3,1,Heavy fines for businesses that damage the environment,2,4,3,1,80,1,2,3,White,4,5,4,3,3,1,2,1,1,1,4,5,1
2,2,3,1,1,2,Female,2,2,NaN,4,1,NaN,NaN,2,0,3,2,4,2,4,2,2,1,2,1,2,4,1,1,1,2,2,2,4,2,1,1,1,4,1,4,2,1,NaN,2,1,2,2,23,1,2,5,White,2,6,5,5,2,0,1,3,0,0,0,2,8
1825,3,3,2,2,2,Female,1,2,Terrorism,2,0,Poverty,More information and education for people about the advantages of protecting the environment,2,0,2,4,4,4,1,2,3,1,3,0,2,2,1,3,2,4,4,2,3,2,3,3,0,3,2,3,1,3,More information and education for businesses about the advantages of protecting the environment,2,NaN,4,1,57,2,3,4,Black,3,4,2,1,2,1,0,2,2,5,3,3,3
1189,3,4,3,1,3,Male,2,4,Poverty,1,0,Health care,Use the tax system to reward people who protect the environment,1,0,2,4,3,2,3,1,3,1,2,0,NaN,2,2,3,2,4,4,1,4,4,NaN,2,1,4,4,4,2,1,Use the tax system to reward businesses that protect the environment,1,3,2,2,19,2,4,4,White,4,4,4,4,4,0,1,3,0,0,0,2,8
1820,2,2,2,2,2,Male,2,4,Education,2,0,Health care,Heavy fines for people who damage the environment,2,0,2,2,4,4,2,3,4,2,3,0,2,4,1,1,1,1,4,2,4,4,4,4,0,4,2,3,2,3,Heavy fines for businesses that damage the environment,1,4,3,3,55,1,4,4,Black,4,4,4,3,4,1,0,2,2,5,3,4,5
1823,2,4,3,2,2,Female,2,3,Terrorism,1,0,Health care,More information and education for people about the advantages of protecting the environment,3,0,2,4,3,4,3,1,3,3,1,0,3,3,3,3,2,5,4,1,2,3,4,3,0,4,2,3,2,3,More information and education for businesses about the advantages of protecting the environment,2,2,5,2,30,1,3,4,Black,3,4,4,2,4,0,1,3,0,0,6,7,2
529,2,4,3,2,2,Male,3,2,The economy,1,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,1,5,3,1,3,2,2,4,3,0,4,3,2,3,3,4,2,2,2,3,4,2,0,2,4,3,3,3,Use the tax system to reward businesses that protect the environment,3,4,5,2,39,2,2,2,White,5,2,4,3,4,0,0,0,3,4,5,6,4
414,2,2,3,2,2,Male,4,2,The economy,2,0,Health care,Use the tax system to reward people who protect the environment,1,0,3,3,5,3,4,3,5,2,4,0,2,2,2,2,2,2,3,3,4,2,2,2,NaN,2,2,2,2,1,Use the tax system to reward businesses that protect the environment,1,4,2,1,28,2,3,4,White,2,3,4,4,2,0,1,3,0,0,6,7,2
415,2,2,1,1,2,Female,NaN,2,Education,2,1,Health care,More information and education for people about the advantages of protecting the environment,1,0,2,2,4,2,3,3,4,NaN,3,0,2,2,1,1,1,2,4,3,4,3,2,2,1,4,2,3,1,1,More information and education for businesses about the advantages of protecting the environment,1,3,2,1,44,1,2,4,White,2,4,4,3,2,0,0,0,3,2,5,0,0
416,2,5,3,1,1,Male,3,NaN,The economy,1,1,The environment,Heavy fines for people who damage the environment,2,0,1,5,3,3,2,1,2,2,1,0,4,NaN,3,3,2,3,2,1,2,2,4,NaN,0,4,2,4,2,1,Heavy fines for businesses that damage the environment,NaN,NaN,4,1,33,1,4,4,White,4,5,4,4,2,0,1,3,3,4,6,7,2
410,5,5,NaN,1,1,Male,2,3,Education,NaN,1,Poverty,Heavy fines for people who damage the environment,1,0,1,1,3,2,2,1,1,1,2,0,5,4,1,2,1,2,5,2,5,NaN,4,2,0,5,1,2,1,1,Heavy fines for businesses that damage the environment,1,2,1,2,45,2,4,3,White,5,1,5,2,2,0,0,0,3,2,5,0,0
411,3,2,NaN,2,2,Male,3,3,The environment,1,1,Education,More information and education for people about the advantages of protecting the environment,2,1,3,2,4,4,3,2,4,NaN,3,0,4,3,1,3,3,2,NaN,3,4,2,NaN,2,1,2,3,NaN,3,3,More information and education for businesses about the advantages of protecting the environment,2,4,2,2,62,1,3,3,Black,3,4,3,3,2,1,2,2,4,5,3,3,3
1385,2,4,2,1,2,Female,1,2,Health care,1,0,Education,Use the tax system to reward people who protect the environment,3,0,4,1,5,2,3,2,4,1,3,0,2,4,4,2,1,1,4,2,3,4,4,2,0,2,2,5,1,1,Heavy fines for businesses that damage the environment,1,2,1,3,43,1,2,4,Black,4,4,5,5,4,0,0,0,3,4,5,0,0
922,2,4,3,1,1,Female,4,5,Health care,NaN,0,Crime,More information and education for people about the advantages of protecting the environment,2,0,3,4,5,1,2,3,5,2,1,0,2,4,1,2,2,2,5,2,2,3,5,4,0,4,3,5,2,1,More information and education for businesses about the advantages of protecting the environment,1,5,4,2,46,3,3,4,White,5,5,5,2,5,0,0,0,2,2,2,0,0
1387,3,4,3,2,1,Female,2,2,The economy,2,0,Education,More information and education for people about the advantages of protecting the environment,2,0,2,4,3,2,2,1,3,5,3,0,3,2,1,3,3,2,4,2,2,4,3,3,0,3,4,3,3,2,Use the tax system to reward businesses that protect the environment,3,4,3,2,22,3,2,3,White,4,2,4,2,4,0,1,3,0,0,0,2,8
418,4,2,3,3,2,Male,2,2,The economy,1,0,The environment,Heavy fines for people who damage the environment,2,0,3,2,4,2,1,2,2,3,2,0,4,4,3,3,3,4,4,2,2,4,2,4,0,2,2,2,3,1,Heavy fines for businesses that damage the environment,2,3,2,2,26,2,2,4,White,2,4,3,3,2,0,1,3,0,0,0,7,2
925,2,2,1,2,1,Female,3,3,Crime,1,0,The environment,Use the tax system to reward people who protect the environment,1,0,3,2,5,1,1,2,4,4,4,0,3,3,1,2,2,2,4,3,2,2,4,1,0,4,1,2,2,1,Use the tax system to reward businesses that protect the environment,2,4,4,2,69,1,2,4,White,3,3,5,2,5,1,2,1,4,3,1,1,6
927,2,1,3,NaN,3,Female,5,2,The economy,2,0,Terrorism,Use the tax system to reward people who protect the environment,2,0,2,5,3,1,4,1,3,4,3,0,3,2,2,3,3,5,3,2,4,2,4,2,0,2,4,2,3,2,Use the tax system to reward businesses that protect the environment,2,5,5,2,62,3,1,2,White,2,2,2,5,4,1,2,2,4,5,3,3,7
677,2,2,3,2,2,Female,3,2,The economy,1,0,Education,Use the tax system to reward people who protect the environment,2,0,2,4,4,1,2,2,4,3,4,0,2,4,1,3,2,4,4,2,2,4,4,3,1,4,4,4,3,2,Use the tax system to reward businesses that protect the environment,2,4,4,1,55,2,3,3,White,5,3,4,3,5,1,0,2,2,5,3,4,5
318,2,5,1,2,2,Female,1,3,The environment,3,0,The economy,Heavy fines for people who damage the environment,2,0,4,3,5,3,3,2,4,3,4,0,4,4,2,3,2,4,4,2,2,4,4,4,0,4,4,3,3,2,Heavy fines for businesses that damage the environment,1,3,3,1,77,1,3,4,Other,2,4,5,3,5,1,2,1,1,1,4,5,1
1182,3,4,2,1,2,Female,2,4,The economy,2,0,Education,Use the tax system to reward people who protect the environment,2,0,3,5,1,NaN,1,3,4,3,3,0,4,3,4,1,1,4,4,2,2,4,2,4,0,4,NaN,4,2,2,Heavy fines for businesses that damage the environment,1,3,4,2,63,1,3,4,White,4,3,4,1,5,1,2,2,4,5,3,3,7
311,1,2,1,2,2,Male,5,1,Health care,1,0,Education,Heavy fines for people who damage the environment,2,0,1,2,4,3,4,3,2,3,3,0,2,4,2,2,1,2,2,2,5,4,1,4,0,2,2,4,2,1,Heavy fines for businesses that damage the environment,1,4,4,1,62,1,1,4,White,4,3,5,4,2,1,2,2,4,5,3,3,3
449,2,3,2,1,1,Male,3,1,Poverty,1,0,The environment,More information and education for people about the advantages of protecting the environment,2,0,1,2,3,2,2,3,4,2,3,0,3,2,1,3,2,2,4,3,2,4,2,3,0,3,2,3,2,1,More information and education for businesses about the advantages of protecting the environment,1,3,2,1,51,1,3,4,White,4,6,5,3,3,1,0,2,2,2,2,4,5
314,2,2,1,3,2,Male,4,2,Health care,2,0,Crime,More information and education for people about the advantages of protecting the environment,2,0,3,4,3,2,2,2,2,2,2,0,4,3,1,3,2,2,4,2,2,3,4,2,1,2,2,4,4,2,More information and education for businesses about the advantages of protecting the environment,1,3,3,1,46,2,3,2,Other,4,6,5,3,5,0,0,0,2,2,2,0,0
1920,2,2,2,3,2,Male,3,3,The economy,2,0,Education,Use the tax system to reward people who protect the environment,2,0,3,4,4,2,2,2,4,3,2,0,4,2,2,3,2,3,4,2,3,3,4,3,0,4,4,4,3,2,Heavy fines for businesses that damage the environment,1,4,4,1,67,3,2,4,White,4,1,4,3,4,1,2,1,4,3,1,1,7
1921,2,2,2,1,2,Female,2,2,Health care,1,0,Education,Heavy fines for people who damage the environment,2,0,1,3,3,2,2,3,3,3,3,0,3,1,1,4,3,2,4,2,2,3,3,2,0,4,3,4,2,2,Heavy fines for businesses that damage the environment,1,3,3,1,35,1,2,4,White,4,3,3,3,3,0,1,0,3,4,6,6,4
1926,2,1,3,2,2,Male,3,2,The economy,1,0,Crime,Use the tax system to reward people who protect the environment,2,0,2,3,4,4,2,1,3,2,2,0,1,3,1,3,3,2,3,2,3,4,2,3,0,2,4,1,2,1,Heavy fines for businesses that damage the environment,1,3,5,1,51,2,2,3,White,2,3,3,3,3,1,0,2,2,2,2,4,5
1520,2,2,3,1,2,Male,2,4,The economy,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,2,0,2,NaN,4,1,2,1,4,3,2,0,4,4,1,3,2,3,4,2,2,2,4,4,0,4,4,3,1,NaN,Heavy fines for businesses that damage the environment,1,2,NaN,2,55,1,2,4,White,5,NaN,NaN,3,4,1,0,2,2,5,3,4,5
832,4,3,3,2,1,Female,2,3,Crime,2,0,Education,More information and education for people about the advantages of protecting the environment,NaN,0,3,4,3,3,2,4,3,3,4,0,4,3,3,NaN,3,3,4,3,2,4,4,4,0,3,4,4,3,NaN,More information and education for businesses about the advantages of protecting the environment,2,NaN,4,1,20,1,2,4,Black,4,NaN,3,2,4,0,1,3,0,0,0,2,8
830,3,2,3,2,2,Female,3,2,The economy,1,1,Education,Use the tax system to reward people who protect the environment,2,0,2,2,4,2,3,3,3,3,4,0,2,3,1,3,3,2,4,2,3,2,2,2,0,2,2,3,2,1,NaN,1,3,3,1,41,2,2,3,White,4,4,4,4,3,0,0,0,3,4,5,0,4
836,4,3,1,1,1,Male,1,3,Crime,1,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,1,3,5,3,3,3,3,2,4,0,2,3,1,2,1,3,3,2,4,2,3,4,0,4,3,3,1,1,Use the tax system to reward businesses that protect the environment,1,3,NaN,1,60,1,4,5,White,4,5,5,5,3,1,0,2,4,5,3,3,3
837,2,1,3,1,2,Male,4,2,Education,1,1,The environment,Use the tax system to reward people who protect the environment,1,0,2,2,5,2,2,3,4,3,4,0,3,2,2,3,2,2,2,2,4,4,4,2,1,2,2,2,2,1,Use the tax system to reward businesses that protect the environment,1,4,4,2,35,1,2,4,White,4,4,4,4,2,0,1,0,3,4,6,6,4
838,2,2,3,NaN,1,Female,1,2,The economy,2,1,The environment,More information and education for people about the advantages of protecting the environment,1,0,2,4,3,2,3,2,2,3,4,0,3,3,2,3,1,4,NaN,2,2,4,3,2,1,4,4,5,2,1,More information and education for businesses about the advantages of protecting the environment,1,3,2,1,60,2,2,2,White,4,4,5,2,3,1,0,2,4,5,3,3,3
368,3,1,3,1,1,Male,3,1,Terrorism,1,0,Poverty,Use the tax system to reward people who protect the environment,1,0,2,2,4,2,3,1,4,1,4,0,4,2,2,1,1,2,3,2,4,2,1,1,0,3,1,5,3,1,Use the tax system to reward businesses that protect the environment,2,2,2,1,59,1,4,4,White,4,5,5,3,1,1,0,2,4,5,3,3,3
369,4,2,1,1,NaN,Female,3,2,Health care,NaN,0,Education,Use the tax system to reward people who protect the environment,1,0,3,3,5,2,3,3,2,1,4,0,2,2,3,1,1,1,4,3,2,2,3,4,0,2,2,3,1,NaN,Heavy fines for businesses that damage the environment,1,1,1,NaN,54,1,5,5,White,NaN,6,5,3,4,1,0,2,2,5,2,4,5
366,2,2,2,1,1,Male,3,1,The economy,2,1,Education,Use the tax system to reward people who protect the environment,2,0,3,2,5,1,2,2,3,2,4,0,1,2,2,2,3,2,4,3,3,2,2,2,1,3,2,5,2,1,Use the tax system to reward businesses that protect the environment,2,2,2,1,67,1,3,4,White,3,6,4,3,1,1,2,1,4,3,1,1,6
722,2,2,1,1,2,Male,3,1,The economy,1,1,Immigration,Use the tax system to reward people who protect the environment,2,0,2,4,4,5,3,2,4,3,4,0,4,1,2,2,1,2,2,2,3,2,2,2,1,2,2,4,3,1,Use the tax system to reward businesses that protect the environment,1,3,3,2,44,1,2,2,White,2,3,4,2,1,0,0,0,3,2,5,0,0
364,2,1,2,2,2,Female,4,1,The environment,3,0,The economy,Use the tax system to reward people who protect the environment,2,0,4,1,5,4,3,1,4,2,4,0,2,2,1,2,2,1,2,3,4,2,1,2,1,3,2,5,1,1,More information and education for businesses about the advantages of protecting the environment,2,3,2,2,53,1,2,5,White,2,5,5,4,2,1,0,2,2,2,2,4,5
